file,contrast_Lc,contrast_status,clarity_score,clarity_status,overall_status
sample_483.jpg,52.09,pass,2.14,fail,fail
sample_484.jpg,0.0,fail,21.71,fail,fail
sample_485.jpg,0.0,fail,0.0,fail,fail
sample_486.jpg,0.0,fail,0.0,fail,fail
sample_487.jpg,0.0,fail,0.0,fail,fail
sample_488.jpg,0.0,fail,0.0,fail,fail
sample_489.jpg,0.0,fail,0.0,fail,fail
sample_490.jpg,1.56,fail,0.0,fail,fail
sample_491.jpg,0.0,fail,61.36,pass,fail
sample_492.jpg,0.0,fail,73.6,pass,fail
sample_493.jpg,0.0,fail,62.07,pass,fail
sample_494.jpg,4.27,fail,0.0,fail,fail
sample_495.jpg,29.75,pass,0.72,fail,fail
sample_496.jpg,0.0,fail,63.96,pass,fail
sample_497.jpg,26.86,pass,0.0,fail,fail
sample_498.jpg,0.0,fail,58.17,pass,fail
sample_499.jpg,0.0,fail,0.0,fail,fail
